,content,sentimen,TF_IDF
44,"['barangkali', 'menteri', 'beli', 'quota', 'adik', 'orang', 'daerah', 'quota', 'internet', 'jaring', 'buat', 'daerah', 'gunung', 'telkomsel', 'bagus', 'sulit', 'program', 'sekolah', 'daring', 'coba', 'pikir', 'jaring', 'daerah', 'pelosok', 'lancar', 'terimakasih']",negatif,"[0.2742455953903009, 0.210075746702928, 0.20650017721436395, 0.24691478411106726, 0.1945681404447222, 0.6195005316430919, 0.18119924045568048, 0.21825193068131665, 0.5382491876800467, 0.2566166776464677, 0.10245239023458667, 0.12459257903454393, 0.2566166776464677, 0.1838350935781341, 0.1991490324298451, 0.633780691042491, 0.11109598949448869, 0.19122200822141228, 0.23440686791751153]"
45,"['dukung', 'nadiem', 'cerdas', 'kreatif', 'inovatifindonesia', 'butuh', 'orang']",positif,"[0.7872547649211851, 0.7154576122391092, 0.8005952162001078, 1.0735300144335738, 0.4043474826722472, 0.47760488629908504]"
46,"['mls', 'gw', 'sekolah', 'online', 'guru', 'ngasih', 'tugas', 'otak', 'gtu', 'rumah', 'kena', 'marah', 'emak', 'muluu', 'heran', 'gw', 'mending', 'sekolah', 'tugas', 'dikit', 'pala', 'gw', 'botak', 'nasib']",negatif,"[0.38893310414093696, 0.3664072648015946, 0.17049834676736333, 0.7634046243144061, 0.3664072648015946, 0.30537324876447736, 0.3119167507453875, 0.33273305349213256, 0.3278990881038198, 0.20846451374595115, 0.2917553344293115, 0.22320235462165194, 0.2839119731525822, 0.39903329889555733]"
47,"['tega', 'rakyat', 'indonesia', 'bodoh']",negatif,"[1.5343002005794983, 1.0537811873145184, 1.6404514442856766]"
48,"['pribadi', 'guru', 'dukung', 'program', 'menteri', 'putus', 'didik', 'indonesia', 'maju', 'orientasi', 'pd', 'serta', 'didik', 'bbrp', 'program', 'guru', 'motivasi', 'guru', 'hrs', 'ajar', 'guru', 'update']",positif,"[0.13402360938333466, 0.3567185433275082, 0.2803689614425659, 0.2528195419579288, 0.6460989982763242, 0.269947036717646, 0.16638650326018714, 0.22863362988537927, 0.12402131449449966, 0.3152207875188624, 0.32578240306950196, 0.4821502890406776, 0.27415981080572693, 0.295500079653525]"
49,"['gw', 'sedih', 'yaluar', 'menteri', 'doa', 'nadiem', 'tetep', 'semangat', 'juang', 'anak', 'pakgod', 'bless']",positif,"[0.2727608019897136, 0.6595330766428703, 0.5553876891600541, 0.45804277458864373, 0.5296047782298441, 0.23564049753954938, 0.24260848960334835, 0.5989194962858386, 0.3633500044550393, 0.6189865658320538]"
50,"['anak', 'sd', 'ajar', 'daring', 'optimal', 'makassar']",negatif,"[0.5092897156566718, 0.5455216039794272, 0.8335165060961303, 1.2615297387953843, 0.8796212378184965]"
51,"['kurikulum', 'berganta', 'gantibaru', 'jalan', 'ubah', 'lagilama', 'koplaaakbinggung', 'pedoman', 'guru', 'dosennyamaka', 'mundur', 'gabung', 'pd', 'mentribisa', 'diri', 'sendirisejak', 'numuhammadiyah', 'pgriorganisasi', 'dosen', 'guru', 'munddur', 'bergabungsiapa', 'menteri', 'pimpin', 'balelohayo', 'pikirjangan', 'gugu', 'karepe', 'deweorang', 'unt', 'makan', 'sj', 'adamunsuur', 'sjrakyat', 'bingungsekolah', 'matipendidikannyagara', 'pjjtidak', 'kembang', 'mengkeret', 'abooot', 'menteri', 'pendidikanmencerdaskanbukan', 'bodoh']",negatif,"[0.28768128760865597, 0.43754974215855413, 0.37432468517864914, 0.38362128022656755, 0.2693470494844399, 0.35090634458856096, 0.2905887885858368, 0.3549400021596592, 0.2945506219244367, 0.33695987263142285, 0.37432468517864914, 0.31593035784259704, 0.43754974215855413, 0.30956893944822567]"
52,"['kualitas', 'menteri']",positif,"[3.1538243469884604, 1.1782024876977468]"
53,"['orang', 'tua', 'atur', 'disiplinbelajar', 'sesuai', 'serasa', 'disekolahgurunya', 'melonggarguru', 'kasi', 'video', 'ttng', 'materitugas', 'masuk', 'otak', 'anak', 'orang', 'tua', 'nyaserasa', 'murid', 'tua', 'anak']",netral,"[0.3896582885567336, 0.3850969972930547, 0.37207402895062935, 0.28697445594212395, 0.3031396792332303, 0.40937561682778717, 0.3751140014091148, 0.35379307365511503, 0.7660512600609298, 0.3610632661058252]"
54,"['gpp', 'mas', 'nadiem', 'orang', 'salah', 'orang', 'jalan', 'sempurna']",positif,"[0.6156503988215768, 0.4571006328308574, 0.34658355657621187, 0.8187512336555743, 0.5932833901513567, 0.9421901094898146]"
55,"['usaha', 'nadiem']",negatif,"[1.2130424480167417, 2.415871087083672]"
56,"['ospek', 'gw', 'online', 'ngerasain', 'joget', 'ospek']",negatif,"[2.2902138729432187, 1.8761806237135605]"
57,"['boss', 'desa', 'salah', 'desa', 'tulungagung', 'sekolah', 'tutup', 'lari', 'ajar', 'les', 'beda', 'ngumpul', 'sekolah', 'ngumpul', 'tmpt', 'les', 'bodoh', 'bodoh', 'sistem']",negatif,"[0.16976323855222392, 0.33699238169877016, 0.6137200802317994, 0.45184348821484377, 0.7572053379406063, 0.4667197249691244, 0.9334394499382488, 0.27686558207063316, 0.34069436778309864, 0.2850810914322297, 0.3530698521532294]"
58,"['nadiem', 'this', 'is', 'life', 'thanks', 'your', 'inspiration', 'bapak', 'menteri', 'didik', 'buka', 'sulit', 'dunia', 'didik', 'menteri', 'salah', 'bibit', 'unggul', 'negeri', 'jaga', 'sehat', 'mas', 'terimakasih', 'korban']",positif,"[0.2002531800491438, 0.26635051337043764, 0.21898785252121433, 0.2584107205394278, 0.27769384458002705, 0.3153824346988461, 0.1599852214908001, 0.23564049753954938, 0.12130424480167418, 0.2279224419583831, 0.20764918655297487, 0.19218977266933768, 0.21990530945462414, 0.2695678981051383, 0.3153824346988461, 0.2695678981051383, 0.36442389734943237, 0.291107043909761]"
59,"['dana', 'kuota', 'sekolah', 'turun', 'pakpadahal', 'mintain', 'nomor', 'siswa', 'daring', 'nihilladang', 'korupsi', 'kayak']",negatif,"[0.7852454968229418, 0.5953689329258073, 0.7383163443983651, 0.63369235958219, 0.3650296797676057, 0.5506415346433573, 0.7632239711333333]"
60,"['semangat', 'nadiem']",positif,"[1.2130424480167417, 1.8167500222751962]"
61,"['untung', 'menteri', 'didik', 'covid', 'mas', 'nadiem', 'biasa', 'pikir', 'kritis', 'pecah', 'ambil', 'putus', 'rumit', 'dan lain lain', 'bukti', 'nge', 'lead', 'gojek', 'decacorn', 'orang', 'peduli', 'orang', 'bottom', 'of', 'pyramid', 'duduk', 'indo', 'hasil', 'layak', 'gojek']",positif,"[0.20198446229721567, 0.23035365241763026, 0.23807175608925146, 0.14743128246370063, 0.18928285895603963, 0.10244250514247602, 0.24773769563851708, 0.4228244982892764, 0.1944186817492905, 0.2536665679395655, 0.37856571791207927, 0.2426018728452662, 0.12306555499292315, 0.09063096059213438, 0.09331095753974937, 0.20933274063424295, 0.2204330244457316, 0.26926137978987946, 0.22700706099495221, 0.16262335201142633, 0.2003475540503389, 0.2536665679395655, 0.2003475540503389]"
62,"['ajar', 'pandemi']",positif,"[1.2732242891416794, 1.795649845030008]"
63,"['beban', 'tanggung', 'jabat', 'menteri', 'pilih', 'hubung', 'dng', 'patuh', 'setia', 'trhadap', 'atas', 'rakyat', 'nomer', 'penting', 'kelompok', 'wajib', 'utama']",negatif,"[0.39670549225718144, 0.34932733387073406, 0.4710950547449073, 0.4346075101901936, 0.3751140014091148, 0.45054633528406574, 0.16831464109967811, 0.5000568481812047, 0.4421332613086098, 0.35152530948978783, 0.35152530948978783, 0.4346075101901936, 0.39670549225718144, 0.39670549225718144]"
64,"['benerin', 'birokrasi', 'main', 'gimana', 'gw', 'saksi', 'nyata', 'uang', 'bos', 'kasih', 'ladang', 'rejeki', 'miris']",negatif,"[0.8317344111707456, 0.6364663718474901, 0.6543468208409196, 0.6062793584664606, 0.6862244710286638, 0.7852454968229418, 0.7030506189795757]"
65,"['turut', 'pimpin', 'beliau', 'salah', 'bener']",netral,"[1.0039588811340567, 1.0182506739304855, 1.0109771450963105, 0.8305967462118995, 1.4001591749073734]"
66,"['is', 'the', 'best', 'nadiem', 'makarim', 'muga', 'sukses', 'trobosan', 'anakbangsa']",positif,"[0.8613690684647592, 0.8613690684647592, 0.7872547649211851, 0.4043474826722472, 0.8202257221428383, 0.756157105657783]"
67,"['ingat', 'negeri', 'pulau', 'majemuk', 'multikomplek', 'negeri', 'huni', 'kaum', 'borjuisintelek', 'elit', 'rakyat', 'jelata', 'awam', 'wni']",negatif,"[1.1667993124228109, 1.0992217944047837, 1.5194829463892205, 1.1667993124228109, 0.8202257221428383]"
68,"['murid', 'pandai', 'bodo', 'kayak', 'enak', 'anak', 'orang', 'kaya', 'kalu']",negatif,"[0.3896582885567336, 0.8842665226172196, 0.9010926705681315, 0.7327133853764678, 0.7383163443983651, 0.6062793584664606, 0.40937561682778717]"
69,"['tuju', 'sekolah', 'online', 'siswa', 'siswi', 'mahasiswa', 'banyak', 'ajar', 'normal', 'orang', 'tua', 'biaya', 'beli', 'paket', 'kuota']",negatif,"[0.16976323855222392, 0.33941689131016184, 0.31663360506202476, 0.3280902888571353, 0.2957231011383553, 0.3530698521532294, 0.3501064013151738, 0.2501574164951414, 0.19104195451963402, 0.37860266897030315, 0.17034718389154932, 0.2569660495002334, 0.4205099129317947, 0.23832705868562262, 0.27402827444271344]"
70,"['misiii', 'mao', 'nanya', 'tugas', 'guru', 'ap', 'yak']",negatif,"[1.02299008060418, 1.197099896686672, 2.3335986248456217]"
71,"['kagum', 'batas', 'halang', 'raih', 'cita', 'cita']",positif,"[1.3356419494833334, 3.8469715275484058, 1.5769121734942302]"
72,"['gw', 'suka', 'tuju', 'program', 'menteri', 'gas', 'didik', 'maju', 'whynot', 'transformasi']",positif,"[0.38050073338633944, 0.6543468208409196, 0.6205769954031723, 0.33662928219935623, 0.6543468208409196, 0.6823103318589333, 0.587203445234386]"
73,"['smngt', 'nadiem']",positif,[2.4260848960334833]
74,"['nadiem', 'smart', 'cool']",positif,"[1.2130424480167417, 2.8072507567084877]"
75,"['anak', 'kls', 'belyk', 'keburu', 'tamat', 'otak', 'keburu', 'kosong']",negatif,"[0.6819020049742839, 1.5769121734942302, 1.6488326916071756, 1.3128990049319018]"
76,"['semangat', 'nadiem']",positif,"[1.2130424480167417, 1.8167500222751962]"
77,"['untungruginya', 'positifnegative']",netral,[]
78,"['kunci', 'baca', 'jadi', 'bangsa', 'indonesia', 'suka', 'baca', 'suka', 'baca', 'tugas', 'apa', 'sekolah', 'ringan', 'sumber', 'jelas']",netral,"[0.33941689131016184, 1.122900302683395, 0.2896025978548138, 0.2107562374629037, 0.37860266897030315, 0.35942386414018435, 0.4396887177619135, 0.40563367617751406, 0.17034718389154932, 0.6368229764016711, 0.4294120057734296, 0.2394199793373344]"
79,"['salut', 'mas', 'nadiem', 'moga', 'tahan', 'perintah', 'sedih', 'banget', 'kemarin', 'btp', 'depak', 'perintah', 'mudah', 'orang', 'mengsupport', 'kerja', 'beliau', 'bantu', 'mikirin', 'nasib', 'bangsa', 'dar', 'ngamuk', 'dapet', 'proyek']",positif,"[0.21547763958755192, 0.21720194839111034, 0.2415871087083672, 0.2509897202835142, 0.32976653832143515, 0.2874016453020749, 0.33888261616113285, 0.2028178447685213, 0.1599852214908001, 0.33888261616113285, 0.17754041643526397, 0.22083991610523174, 0.12130424480167418, 0.2994597481429193, 0.14328146588972554, 0.45158892247488663, 0.2509897202835142, 0.2994597481429193, 0.291107043909761]"
80,"['mudah', 'gururekam', 'mapel', 'yutub', 'seindo', 'ngirit', 'ajar', 'rumah', 'hemat', 'biaya', 'buang', 'duit', 'sertifikatsiii', 'eaeaeaeaaaa']",netral,"[0.3637783683261941, 0.7030506189795757, 0.9010926705681315, 0.9201685838002062, 0.9421901094898146, 0.6309711888720906, 0.5739489118842479]"
81,"['moga', 'mas', 'menteri', 'wujud', 'impi', 'bangsa', 'cerdas', 'hidup', 'bangsa']",positif,"[1.0860097419555517, 0.536593209179332, 0.6151692916071287, 0.39996305372700025, 0.2945506219244367, 0.44385104108815987, 0.8750994843171083]"
82,"['sekolah', 'tutup', 'dalih', 'covid', 'anak', 'anak', 'main', 'luar', 'diam', 'rumah', 'nadiem', 'maaf', 'to', 'lol', 'masuk', 'protokol', 'sehat', 'dng', 'wajib', 'face', 'shield', 'masker', 'bawa', 'handsanitizer']",negatif,"[0.2871166336733827, 0.3152207875188624, 0.20174807073980083, 0.3390094782421812, 0.3471226719173001, 0.30252804768639463, 0.24470634828280993, 0.2528195419579288, 0.3471226719173001, 0.21145486227314395, 0.12768867873860437, 0.26419970556159383, 0.21145486227314395, 0.2023050238624607, 0.13448461886174948, 0.2763997905119793, 0.27873935696307583, 0.292309310084239]"
83,"['ber', 'doa', 'moga', 'cepat', 'sirna', 'dunia', 'spp', 'murid', 'diskon', 'gaji', 'guru', 'normal', 'perintah', 'full']",positif,"[0.5385227595797589, 0.3558377015356304, 0.5606521497683575, 0.42722129935388775, 0.3369043884941759, 0.4607073048352605, 0.4318847318013058, 0.23607463398558004, 0.2731391022080984, 0.32645811609732495, 0.40396892459443134, 0.34737609421145127, 0.4006951081006778]"
84,"['salah', 'nunjuk', 'menteri', 'pendidikangak', 'alam', 'ilmu', 'mumpuni', 'menteri', 'didik', 'berat', 'orang', 'pengalamanatau', 'kecimpung', 'bidang', 'didik', 'ilmu', 'mumpuni', 'cocok', 'menteri', 'hubung', 'macam']",negatif,"[0.37828912730703146, 0.3663566926882339, 0.37828912730703146, 0.4346075101901936, 0.38050073338633944, 0.4346075101901936, 0.7632239711333333, 0.5049439232990344, 0.20468780841389358, 0.29664169507567834]"
85,"['salah', 'program', 'bantu', 'dana', 'organisasi', 'gerak', 'pandemi', 'covid', 'langkah', 'sistem', 'didik', 'depan', 'bantu', 'pandemi', 'ekonomi', 'baik', 'dana', 'bantu', 'dunia', 'usaha', 'organisasi', 'gerak']",netral,"[0.17929268087120184, 0.6588739328410014, 0.17423697018437348, 0.4997016797964175, 0.2524489496182064, 0.12106841516838074, 0.19907986592837668, 0.231420607711474, 0.5531368311511555, 0.2722361346753812, 0.5734226085433565, 0.326481790005456, 0.20820126117665624, 0.1887719877754317, 0.1943734714310657, 0.21962464428033382]"
86,"['really', 'appreciate', 'nadiem', 'thanks', 'for', 'doing', 'your', 'best', 'for', 'this', 'nation']",positif,"[0.6460268013485695, 0.8750994843171083, 1.3356419494833334, 0.3032606120041854, 0.7884560867471151, 0.6739197452628457, 0.7277676097744025]"
87,"['sekolah', 'emang', 'indonesia', 'wajib', 'cari', 'kerja', 'ijazah', 'pola', 'ajar', 'salah', 'indonesia', 'tksdsmpsmasmk', 'sistem', 'nulis', 'ngerjain', 'tugas', 'ulang', 'yaudah', 'lulus', 'smasmk', 'orang', 'kreative', 'coba', 'tingkat', 'beda', 'sistem', 'tk', 'sd', 'dasar', 'smp', 'nentuin', 'arah', 'smk', 'sempurna', 'pilih', 'smp', 'smk', 'nyatet', 'ngerjain', 'tugas', 'fokus', 'kembang', 'gitu', 'kaya', 'bangsa', 'kreative', 'kaya']",netral,"[0.0652935532893169, 0.15133804066330145, 0.11138561455954375, 0.129612454499527, 0.1305449581962161, 0.1147453135956054, 0.13465630819814378, 0.129612454499527, 0.14396157726710193, 0.14396157726710193, 0.1795075865265863, 0.1621201826637721, 0.26302531782745, 0.14396157726710193, 0.10400915116334425, 0.14094149942975878, 0.29857132708693435, 0.07347767481524385, 0.12618857263735975, 0.15601295237596693, 0.1064867623348589, 0.1127719535664739, 0.0655181476505959, 0.16911104529304363, 0.21929314725556132, 0.31202590475193387, 0.26503663645069514, 0.1305449581962161, 0.15133804066330145, 0.18416921487487262, 0.15871450405950097, 0.14240709978462923]"
88,"['menteri', 'orang', 'cerdas', 'beliau', 'kunjung', 'pulau', 'jawa', 'lihat', 'noh', 'kondisi', 'didik', 'fisik', 'non', 'fisik', 'kalimantan', 'indonesia', 'timur', 'tentu', 'formula', 'bijak', 'indonesia', 'luas', 'beda', 'kondisi']",negatif,"[0.2973462191459737, 0.2952820238629578, 0.25251445137850914, 0.25251445137850914, 0.15667677257084567, 0.3719227719933595, 0.37889294627067316, 0.57185055424007, 0.306413906194636, 0.3302647949068809, 0.1386120573762055, 0.16856643045850062, 0.41181152203158033, 0.38796063331933545, 0.38796063331933545]"
89,"['moga', 'didik', 'nadiem', 'sukses']",positif,"[0.6658762834260941, 0.8877020821763197, 0.6065212240083708, 1.2303385832142575]"
90,"['lihat', 'cakap', 'nang', 'akuanak', 'anak', 'masuk', 'generasi', 'hrs', 'rumah', 'pandemi', 'sedih']",negatif,"[0.30306755776634836, 0.4807385805678152, 0.5698881886261417, 0.5787818228120901, 0.4464047092433039, 0.7156866762890493, 0.39903329889555733, 0.4464047092433039, 0.6654661069842651]"
91,"['ramai', 'takut', 'hilang', 'uang']",netral,"[1.3478394905256914, 1.6102950216503609, 1.2822484244088188, 1.2303385832142575]"
92,"['pribadi', 'ken', 'share', 'bijak', 'daftar', 'sekolah', 'jalur', 'zonasi', 'daftar', 'adik', 'daftar', 'sekolalewat', 'jalur', 'zonasi', 'adik', 'lolos', 'lokasi', 'rumah', 'sekolah', 'nyata', 'sekolah', 'rumah', 'adik', 'daftar', 'sekolah', 'sekolah', 'daftar', 'sekolah', 'bijak', 'tinjau', 'rumah', 'pelosok', 'anak', 'masuk', 'kualifikasi', 'sekolah', 'lipat']",netral,"[0.6104176155461536, 0.08798735548055275, 0.27695133376997777, 1.175560959191717, 0.4255052107373356, 0.2127526053686678, 0.1296013671996689, 0.17731349928259976, 0.19039301889899216, 0.1996730857522754, 0.38880410159900664, 0.5769823970520219, 0.2258321249850602, 0.4516642499701204]"
93,"['senang', 'dengar', 'nadiem', 'bicara', 'jelas', 'tambah', 'wawas', 'semangat', 'sehat']",positif,"[0.6170974324000601, 0.5787818228120901, 0.5990397735669739, 0.2695649884481648, 0.4270883837096392, 0.4037222271722658, 0.604739028498924, 0.583510668858623, 0.753072480358073]"
94,"['bodoh', 'generasi', 'generasi', 'menteri', 'timpang', 'didik', 'pandemi', 'peran', 'orang', 'tua', 'tambah', 'transformasi', 'nilainilai', 'efektif', 'teknologi', 'jangkau', 'masyarakat', 'lapis', 'tengah', 'bawah', 'peran', 'guru', 'gaji', 'bulan', 'negara', 'cerdas', 'mana', 'menteri', 'solusi', 'menteri', 'buat', 'sop', 'guru', 'murid', 'radius', 'kumpul', 'terap', 'protokol', 'sehat', 'rapid', 'test', 'sakit', 'hati', 'orang', 'tua', 'anak', 'beli', 'anak', 'hp', 'android', 'belikan', 'hp', 'makan', 'penuh', 'tolong', 'menteri', 'tindak', 'cepat', 'salah', 'ujung', 'tombak', 'bangun', 'suprastruktur', 'didik', 'didik', 'kacau', 'proyeksi', 'depan', 'jadi', 'menteri', 'anakanak', 'didik', 'curi', 'uang', 'orang', 'tua', 'beli', 'pulsa', 'main', 'game', 'dalih', 'beli', 'pulsa', 'ajar', 'daring']",negatif,"[0.03586547293356843, 0.07683402872949678, 0.07907748610446444, 0.07459222228589353, 0.08200198419993267, 0.20068327081395934, 0.06482958593997881, 0.0799864793599232, 0.08884012245037917, 0.06515338197131261, 0.060461206668093743, 0.09860275879629389, 0.05869834549972748, 0.07822361819155692, 0.15005662725095079, 0.06931484975854972, 0.07907748610446444, 0.08200198419993267, 0.12187738662282639, 0.08644986596655044, 0.07336670993392692, 0.13454006543697278, 0.0799864793599232, 0.09860275879629389, 0.08200198419993267, 0.0676559337633894, 0.0799864793599232, 0.06976201452354382, 0.06846098184564219, 0.16594401235179534, 0.059774021257256685, 0.06420350477700933, 0.12108292892089481, 0.050581685775493185, 0.08312934627984166, 0.17768024490075834, 0.07070132965732794, 0.17139451106092143, 0.09072084629016118, 0.05849272860647179, 0.05413796413220779, 0.07119557359833173, 0.09545989187637545, 0.07396614112292405, 0.07665705995056785, 0.08312934627984166, 0.0799864793599232, 0.09072084629016118, 0.06582419956271054, 0.1510523611387749, 0.06931484975854972, 0.09072084629016118]"
95,"['turun', 'nadiem', 'makarim']",negatif,"[1.5745095298423701, 0.8086949653444944, 1.7808559326444444]"
96,"['tuju', 'mas', 'menteri', 'bijak', 'putus', 'baik', 'maju', 'anak', 'semangat', 'mas', 'menteri', 'love', 'you', 'full']",positif,"[0.1948291442783668, 0.2817456413690314, 0.30662469095961825, 0.42779964020417044, 0.4600842919001031, 0.3102884977015862, 0.4571006328308574, 0.33662928219935623, 0.37207402895062935, 0.2595357174678852, 0.293601722617193, 0.34932733387073406]"
97,"['syukur', 'menteri', 'didik', 'peduli', 'nasib', 'didik', 'indonesiamemang', 'beban', 'kali', 'berat', 'kondisi', 'covid', 'siap', 'menghadapinyanegara', 'milik', 'pimpin', 'pikir', 'realisasi', 'dar', 'bicara', 'aksi', 'adayaa', 'moga', 'pimpin', 'nadiem', 'didik', 'sebelumnyasya', 'beliau', 'orang', 'cerdas', 'pikir', 'solusi', 'baik', 'generasi', 'muda']",positif,"[0.131481299305548, 0.16301942247300924, 0.16732648018900945, 0.1709664565878425, 0.18512922972001802, 0.14309152244782186, 0.1277737781352072, 0.19160109686804994, 0.26635051337043764, 0.14422157417034456, 0.16970844565508092, 0.16202432370135317, 0.07854683251318312, 0.1871500504472325, 0.1183602776235093, 0.1832239492586864, 0.08086949653444944, 0.19963983209527955, 0.09552097725981701, 0.19673945286229189, 0.28188047681980566, 0.33699238169877016, 0.2147060028867148, 0.21025495646589734, 0.16849619084938508, 0.18930133448515157]"
