,Nama,Komentar,Sentimen,Time,hasil_sentimen,hasil_komentar,tokenizing,normalisasi,stopword,stemmed,preprocessing
281,dr. Agustian Winarno,Semoga mentri kayak gini bisa di pertahanin 10 tahun. jadi bener2 memiliki waktu untuk memberikan dobrakan perubahan-perubahan yang negara kita butuhkan. Karena pendidikan tidak hanya soal intelektual tapi disana ada juga pendidikan bernegara dan bersikap.,positif,2020-10-11T04:59:30Z,positif,Semoga mentri kayak gini bisa di pertahanin 10 tahun. jadi bener2 memiliki waktu untuk memberikan dobrakan perubahan-perubahan yang negara kita butuhkan. Karena pendidikan tidak hanya soal intelektual tapi disana ada juga pendidikan bernegara dan bersikap.,"['semoga', 'mentri', 'kayak', 'gini', 'bisa', 'di', 'pertahanin', 'tahun', 'jadi', 'bener', 'memiliki', 'waktu', 'untuk', 'memberikan', 'dobrakan', 'perubahanperubahan', 'yang', 'negara', 'kita', 'butuhkan', 'karena', 'pendidikan', 'tidak', 'hanya', 'soal', 'intelektual', 'tapi', 'disana', 'ada', 'juga', 'pendidikan', 'bernegara', 'dan', 'bersikap']","['semoga', 'menteri', 'kayak', 'gini', 'bisa', 'di', 'pertahanin', 'tahun', 'jadi', 'bener', 'memiliki', 'waktu', 'untuk', 'memberikan', 'dobrakan', 'perubahanperubahan', 'yang', 'negara', 'kita', 'butuhkan', 'karena', 'pendidikan', 'tidak', 'hanya', 'soal', 'intelektual', 'tapi', 'disana', 'ada', 'juga', 'pendidikan', 'bernegara', 'dan', 'bersikap']","['semoga', 'menteri', 'kayak', 'gini', 'pertahanin', 'bener', 'memiliki', 'dobrakan', 'perubahanperubahan', 'negara', 'butuhkan', 'pendidikan', 'intelektual', 'disana', 'pendidikan', 'bernegara', 'bersikap']","['moga', 'menteri', 'kayak', 'gin', 'pertahanin', 'bener', 'milik', 'dobrak', 'perubahanperubahan', 'negara', 'butuh', 'didik', 'intelektual', 'sana', 'didik', 'negara', 'sikap']",moga menteri kayak gin pertahanin bener milik dobrak perubahanperubahan negara butuh didik intelektual sana didik negara sikap
282,AKU BAGUS,"Semoga mas mentri bisa mewujudkan impian bangsa kita. "" mencerdaskan kehidupan bangsa""",positif,2020-10-11T04:31:54Z,positif,"Semoga mas mentri bisa mewujudkan impian bangsa kita. "" mencerdaskan kehidupan bangsa""","['semoga', 'mas', 'mentri', 'bisa', 'mewujudkan', 'impian', 'bangsa', 'kita', 'mencerdaskan', 'kehidupan', 'bangsa']","['semoga', 'mas', 'menteri', 'bisa', 'mewujudkan', 'impian', 'bangsa', 'kita', 'mencerdaskan', 'kehidupan', 'bangsa']","['semoga', 'mas', 'menteri', 'mewujudkan', 'impian', 'bangsa', 'mencerdaskan', 'kehidupan', 'bangsa']","['moga', 'mas', 'menteri', 'wujud', 'impi', 'bangsa', 'cerdas', 'hidup', 'bangsa']",moga mas menteri wujud impi bangsa cerdas hidup bangsa
283,chen chen,"Semoga komentar saya di baca tolong like yg banyak.\nYth. Pak nadiem SKS saya hilang 4 gara"" kebijakan bapak kuliah merdeka. Saya gak membayangkan orang tua saya kerja capek"" buat kuliahin saya, biaya tugas, wara wiri kampus, waktu saya dan kelelahan saya. Sedangkan 4 sks yg berharga setengah mati saya tempuh hilang ditelan bumi dan semua pihak hanya bilang, INI SEMUA KARENA KURIKULUM YANG BARU.",negatif,2020-10-10T11:06:09Z,negatif,"Semoga komentar saya di baca tolong like yg banyak.\nYth. Pak nadiem SKS saya hilang 4 gara"" kebijakan bapak kuliah merdeka. Saya gak membayangkan orang tua saya kerja capek"" buat kuliahin saya, biaya tugas, wara wiri kampus, waktu saya dan kelelahan saya. Sedangkan 4 sks yg berharga setengah mati saya tempuh hilang ditelan bumi dan semua pihak hanya bilang, INI SEMUA KARENA KURIKULUM YANG BARU.","['semoga', 'komentar', 'saya', 'di', 'baca', 'tolong', 'like', 'yg', 'banyak', 'yth', 'pak', 'nadiem', 'sks', 'saya', 'hilang', 'gara', 'kebijakan', 'bapak', 'kuliah', 'merdeka', 'saya', 'gak', 'membayangkan', 'orang', 'tua', 'saya', 'kerja', 'capek', 'buat', 'kuliahin', 'saya', 'biaya', 'tugas', 'wara', 'wiri', 'kampus', 'waktu', 'saya', 'dan', 'kelelahan', 'saya', 'sedangkan', 'sks', 'yg', 'berharga', 'setengah', 'mati', 'saya', 'tempuh', 'hilang', 'ditelan', 'bumi', 'dan', 'semua', 'pihak', 'hanya', 'bilang', 'ini', 'semua', 'karena', 'kurikulum', 'yang', 'baru']","['semoga', 'komentar', 'saya', 'di', 'baca', 'tolong', 'like', 'yang', 'banyak', 'yth', 'pak', 'nadiem', 'sks', 'saya', 'hilang', 'gara', 'kebijakan', 'bapak', 'kuliah', 'merdeka', 'saya', 'tidak', 'membayangkan', 'orang', 'tua', 'saya', 'kerja', 'capek', 'buat', 'kuliahin', 'saya', 'biaya', 'tugas', 'wara', 'wiri', 'kampus', 'waktu', 'saya', 'dan', 'kelelahan', 'saya', 'sedangkan', 'sks', 'yang', 'berharga', 'setengah', 'mati', 'saya', 'tempuh', 'hilang', 'ditelan', 'bumi', 'dan', 'semua', 'pihak', 'hanya', 'bilang', 'ini', 'semua', 'karena', 'kurikulum', 'yang', 'baru']","['semoga', 'komentar', 'baca', 'tolong', 'like', 'nadiem', 'sks', 'hilang', 'gara', 'kebijakan', 'kuliah', 'merdeka', 'membayangkan', 'orang', 'tua', 'kerja', 'capek', 'kuliahin', 'biaya', 'tugas', 'wara', 'wiri', 'kampus', 'kelelahan', 'sks', 'berharga', 'mati', 'tempuh', 'hilang', 'ditelan', 'bumi', 'kurikulum']","['moga', 'komentar', 'baca', 'tolong', 'like', 'nadiem', 'sks', 'hilang', 'gara', 'bijak', 'kuliah', 'merdeka', 'bayang', 'orang', 'tua', 'kerja', 'capek', 'kuliahin', 'biaya', 'tugas', 'wara', 'wiri', 'kampus', 'lelah', 'sks', 'harga', 'mati', 'tempuh', 'hilang', 'tel', 'bumi', 'kurikulum']",moga komentar baca tolong like nadiem sks hilang gara bijak kuliah merdeka bayang orang tua kerja capek kuliahin biaya tugas wara wiri kampus lelah sks harga mati tempuh hilang tel bumi kurikulum
284,Tinky Winky,"semoga dosen"" gw pada baca ni ,dancuk kabeh ,mentang"" daring ngasih tugas deadline nya mepet semua ,yang kuliah dibayarin ortu mah gak pusing ,kami pejuang kerja part time supaya bisa kuliah yang ada ni otak kayang pakkk ,ampun dah ah",negatif,2020-10-08T18:35:25Z,negatif,"semoga dosen"" gw pada baca ni ,dancuk kabeh ,mentang"" daring ngasih tugas deadline nya mepet semua ,yang kuliah dibayarin ortu mah gak pusing ,kami pejuang kerja part time supaya bisa kuliah yang ada ni otak kayang pakkk ,ampun dah ah","['semoga', 'dosen', 'gw', 'pada', 'baca', 'ni', 'dancuk', 'kabeh', 'mentang', 'daring', 'ngasih', 'tugas', 'deadline', 'nya', 'mepet', 'semua', 'yang', 'kuliah', 'dibayarin', 'ortu', 'mah', 'gak', 'pusing', 'kami', 'pejuang', 'kerja', 'part', 'time', 'supaya', 'bisa', 'kuliah', 'yang', 'ada', 'ni', 'otak', 'kayang', 'pakkk', 'ampun', 'dah', 'ah']","['semoga', 'dosen', 'gw', 'pada', 'baca', 'ini', 'dancuk', 'kabeh', 'mentang', 'daring', 'ngasih', 'tugas', 'deadline', 'nya', 'mepet', 'semua', 'yang', 'kuliah', 'dibayarin', 'orang tua', 'mah', 'tidak', 'pusing', 'kami', 'pejuang', 'kerja', 'part', 'time', 'supaya', 'bisa', 'kuliah', 'yang', 'ada', 'ini', 'otak', 'kayang', 'pakkk', 'ampun', 'sudah', 'ah']","['semoga', 'dosen', 'gw', 'baca', 'dancuk', 'kabeh', 'mentang', 'daring', 'ngasih', 'tugas', 'deadline', 'mepet', 'kuliah', 'dibayarin', 'orang tua', 'mah', 'pusing', 'pejuang', 'kerja', 'part', 'time', 'kuliah', 'otak', 'kayang', 'pakkk', 'ampun', 'ah']","['moga', 'dosen', 'gw', 'baca', 'dancuk', 'kabeh', 'mentang', 'daring', 'ngasih', 'tugas', 'deadline', 'mepet', 'kuliah', 'dibayarin', 'orang tua', 'mah', 'pusing', 'juang', 'kerja', 'part', 'time', 'kuliah', 'otak', 'kayang', 'pakkk', 'ampun', 'ah']",moga dosen gw baca dancuk kabeh mentang daring ngasih tugas deadline mepet kuliah dibayarin orang tua mah pusing juang kerja part time kuliah otak kayang pakkk ampun ah
285,jacut channel,Semoga Bosque sekeluarga selalu dalam lindungan Allah SWT dan dilancarkan segala urusanya dan diberkahi rezekinya amiin,positif,2020-10-06T05:48:14Z,positif,Semoga Bosque sekeluarga selalu dalam lindungan Allah SWT dan dilancarkan segala urusanya dan diberkahi rezekinya amiin,"['semoga', 'bosque', 'sekeluarga', 'selalu', 'dalam', 'lindungan', 'allah', 'swt', 'dan', 'dilancarkan', 'segala', 'urusanya', 'dan', 'diberkahi', 'rezekinya', 'amiin']","['semoga', 'bosque', 'sekeluarga', 'selalu', 'dalam', 'lindungan', 'allah', 'swt', 'dan', 'dilancarkan', 'segala', 'urusanya', 'dan', 'diberkahi', 'rezekinya', 'amiin']","['semoga', 'bosque', 'sekeluarga', 'lindungan', 'allah', 'swt', 'dilancarkan', 'urusanya', 'diberkahi', 'rezekinya', 'amiin']","['moga', 'bosque', 'keluarga', 'lindung', 'allah', 'swt', 'lancar', 'urusanya', 'kah', 'rezeki', 'amiin']",moga bosque keluarga lindung allah swt lancar urusanya kah rezeki amiin
286,E lliod,Semoga badai ini segera berlalu and every bodys happy,positif,2020-10-04T20:35:54Z,positif,Semoga badai ini segera berlalu and every bodys happy,"['semoga', 'badai', 'ini', 'segera', 'berlalu', 'and', 'every', 'bodys', 'happy']","['semoga', 'badai', 'ini', 'segera', 'berlalu', 'and', 'every', 'bodys', 'happy']","['semoga', 'badai', 'and', 'every', 'bodys', 'happy']","['moga', 'badai', 'and', 'every', 'bodys', 'happy']",moga badai and every bodys happy
287,Yuaza Ethes,Semoga amanah,positif,2020-10-03T07:59:06Z,positif,Semoga amanah,"['semoga', 'amanah']","['semoga', 'amanah']","['semoga', 'amanah']","['moga', 'amanah']",moga amanah
288,Puteri Aysila,"Semoga Allah beri kesehatan utk semua bro2 pejuang bangsa ini, \njuga pak bro Pepo (udah dengar statement SBY donk, cnbc) \n\nBersatu !!!",positif,2020-10-02T14:46:54Z,positif,"Semoga Allah beri kesehatan utk semua bro2 pejuang bangsa ini, \njuga pak bro Pepo (udah dengar statement SBY donk, cnbc) \n\nBersatu !!!","['semoga', 'allah', 'beri', 'kesehatan', 'utk', 'semua', 'bro', 'pejuang', 'bangsa', 'ini', 'juga', 'pak', 'bro', 'pepo', 'udah', 'dengar', 'statement', 'sby', 'donk', 'cnbc', 'bersatu']","['semoga', 'allah', 'beri', 'kesehatan', 'untuk', 'semua', 'bro', 'pejuang', 'bangsa', 'ini', 'juga', 'pak', 'bro', 'pepo', 'sudah', 'dengar', 'statement', 'sby', 'dong', 'cnbc', 'bersatu']","['semoga', 'allah', 'kesehatan', 'bro', 'pejuang', 'bangsa', 'bro', 'pepo', 'dengar', 'statement', 'sby', 'cnbc', 'bersatu']","['moga', 'allah', 'sehat', 'bro', 'juang', 'bangsa', 'bro', 'pepo', 'dengar', 'statement', 'sby', 'cnbc', 'satu']",moga allah sehat bro juang bangsa bro pepo dengar statement sby cnbc satu
289,Ade Samsudin,Semngt pk nadiem ..klau cape jdi guru honor ajh ngadepin ank sd plgi kls 1,positif,2020-10-02T09:14:56Z,positif,Semngt pk nadiem ..klau cape jdi guru honor ajh ngadepin ank sd plgi kls 1,"['semngt', 'pk', 'nadiem', 'klau', 'cape', 'jdi', 'guru', 'honor', 'ajh', 'ngadepin', 'ank', 'sd', 'plgi', 'kls']","['semngt', 'pk', 'nadiem', 'klau', 'cape', 'jadi', 'guru', 'honor', 'ajh', 'ngadepin', 'anak', 'sd', 'plgi', 'kls']","['semngt', 'pk', 'nadiem', 'klau', 'cape', 'guru', 'honor', 'ajh', 'ngadepin', 'anak', 'sd', 'plgi', 'kls']","['semngt', 'pk', 'nadiem', 'klau', 'cape', 'guru', 'honor', 'ajh', 'ngadepin', 'anak', 'sd', 'plgi', 'kls']",semngt pk nadiem klau cape guru honor ajh ngadepin anak sd plgi kls
290,irza rozadi,semangat terus mas nadiem,positif,2020-10-02T04:25:49Z,positif,semangat terus mas nadiem,"['semangat', 'terus', 'mas', 'nadiem']","['semangat', 'terus', 'mas', 'nadiem']","['semangat', 'mas', 'nadiem']","['semangat', 'mas', 'nadiem']",semangat mas nadiem
291,North Dakota,"Semangatt pakk nadiemm , we proud to have you ??????",positif,2020-10-02T02:43:30Z,positif,"Semangatt pakk nadiemm , we proud to have you ??????","['semangatt', 'pakk', 'nadiemm', 'we', 'proud', 'to', 'have', 'you']","['semangatt', 'pakk', 'nadiem', 'we', 'proud', 'to', 'have', 'you']","['semangatt', 'pakk', 'nadiem', 'we', 'proud', 'to', 'have', 'you']","['semangatt', 'pakk', 'nadiem', 'we', 'proud', 'to', 'have', 'you']",semangatt pakk nadiem we proud to have you
292,Rifqi Muzakki,"Semangat, semua ini bukan salahmu. Kamu hanya perlu berusaha sesuai yang bisa kamu usahakan. Banyak orang positif mendukungmu, kamu hanya terlalu sibuk oleh kesendirianmu. Ini bukan akhir dunia, tetaplah mengusahakan dan berfikir positif. Bersama, kita bisa. Indonesia ayo maju",positif,2020-10-02T02:34:38Z,positif,"Semangat, semua ini bukan salahmu. Kamu hanya perlu berusaha sesuai yang bisa kamu usahakan. Banyak orang positif mendukungmu, kamu hanya terlalu sibuk oleh kesendirianmu. Ini bukan akhir dunia, tetaplah mengusahakan dan berfikir positif. Bersama, kita bisa. Indonesia ayo maju","['semangat', 'semua', 'ini', 'bukan', 'salahmu', 'kamu', 'hanya', 'perlu', 'berusaha', 'sesuai', 'yang', 'bisa', 'kamu', 'usahakan', 'banyak', 'orang', 'positif', 'mendukungmu', 'kamu', 'hanya', 'terlalu', 'sibuk', 'oleh', 'kesendirianmu', 'ini', 'bukan', 'akhir', 'dunia', 'tetaplah', 'mengusahakan', 'dan', 'berfikir', 'positif', 'bersama', 'kita', 'bisa', 'indonesia', 'ayo', 'maju']","['semangat', 'semua', 'ini', 'bukan', 'salahmu', 'kamu', 'hanya', 'perlu', 'berusaha', 'sesuai', 'yang', 'bisa', 'kamu', 'usahakan', 'banyak', 'orang', 'positif', 'mendukungmu', 'kamu', 'hanya', 'terlalu', 'sibuk', 'oleh', 'kesendirianmu', 'ini', 'bukan', 'akhir', 'dunia', 'tetaplah', 'mengusahakan', 'dan', 'berfikir', 'positif', 'bersama', 'kita', 'bisa', 'indonesia', 'ayo', 'maju']","['semangat', 'salahmu', 'berusaha', 'sesuai', 'usahakan', 'orang', 'positif', 'mendukungmu', 'sibuk', 'kesendirianmu', 'dunia', 'tetaplah', 'mengusahakan', 'berfikir', 'positif', 'indonesia', 'ayo', 'maju']","['semangat', 'salah', 'usaha', 'sesuai', 'usaha', 'orang', 'positif', 'dukung', 'sibuk', 'sendiri', 'dunia', 'tetap', 'usaha', 'berfikir', 'positif', 'indonesia', 'ayo', 'maju']",semangat salah usaha sesuai usaha orang positif dukung sibuk sendiri dunia tetap usaha berfikir positif indonesia ayo maju
293,sachie rahman,Semangat untuk Indonesia\nApa yang dimaksud Pak Mentri benar karena Singapore jga melakukan sistem ini,positif,2020-10-02T00:41:18Z,positif,Semangat untuk Indonesia\nApa yang dimaksud Pak Mentri benar karena Singapore jga melakukan sistem ini,"['semangat', 'untuk', 'indonesia', 'apa', 'yang', 'dimaksud', 'pak', 'mentri', 'benar', 'karena', 'singapore', 'jga', 'melakukan', 'sistem', 'ini']","['semangat', 'untuk', 'indonesia', 'apa', 'yang', 'dimaksud', 'pak', 'menteri', 'benar', 'karena', 'singapore', 'jga', 'melakukan', 'sistem', 'ini']","['semangat', 'indonesia', 'menteri', 'singapore', 'jga', 'sistem']","['semangat', 'indonesia', 'menteri', 'singapore', 'jga', 'sistem']",semangat indonesia menteri singapore jga sistem
294,roian iqbal,"semangat trus bertugas pak Nadiem!? pedidikan indonesia butuh perubahan dr bapak, ttep support apapun kebijakan dr bpk..",positif,2020-10-01T08:31:08Z,positif,"semangat trus bertugas pak Nadiem!? pedidikan indonesia butuh perubahan dr bapak, ttep support apapun kebijakan dr bpk..","['semangat', 'trus', 'bertugas', 'pak', 'nadiem', 'pedidikan', 'indonesia', 'butuh', 'perubahan', 'dr', 'bapak', 'ttep', 'support', 'apapun', 'kebijakan', 'dr', 'bpk']","['semangat', 'trus', 'bertugas', 'pak', 'nadiem', 'pedidikan', 'indonesia', 'butuh', 'perubahan', 'dari', 'bapak', 'ttep', 'support', 'apapun', 'kebijakan', 'dari', 'bapak']","['semangat', 'trus', 'bertugas', 'nadiem', 'pedidikan', 'indonesia', 'butuh', 'perubahan', 'ttep', 'support', 'apapun', 'kebijakan']","['semangat', 'trus', 'tugas', 'nadiem', 'didik', 'indonesia', 'butuh', 'ubah', 'ttep', 'support', 'apa', 'bijak']",semangat trus tugas nadiem didik indonesia butuh ubah ttep support apa bijak
295,Fitra Syawalif,Semangat trs bapak nadiem!!!!,positif,2020-10-01T06:03:19Z,positif,Semangat trs bapak nadiem!!!!,"['semangat', 'trs', 'bapak', 'nadiem']","['semangat', 'terus', 'bapak', 'nadiem']","['semangat', 'nadiem']","['semangat', 'nadiem']",semangat nadiem
296,Prisa Meidiani,Semangat terus pak nadiem dalam membangun bangsa.... pantang menyerah....aq nonton nya sampe habis sampe sakit kepala loh...u r very2 amazing....,positif,2020-09-30T16:06:00Z,positif,Semangat terus pak nadiem dalam membangun bangsa.... pantang menyerah....aq nonton nya sampe habis sampe sakit kepala loh...u r very2 amazing....,"['semangat', 'terus', 'pak', 'nadiem', 'dalam', 'membangun', 'bangsa', 'pantang', 'menyerahaq', 'nonton', 'nya', 'sampe', 'habis', 'sampe', 'sakit', 'kepala', 'lohu', 'very', 'amazing']","['semangat', 'terus', 'pak', 'nadiem', 'dalam', 'membangun', 'bangsa', 'pantang', 'menyerahaq', 'nonton', 'nya', 'sampai', 'habis', 'sampai', 'sakit', 'kepala', 'lohu', 'very', 'amazing']","['semangat', 'nadiem', 'membangun', 'bangsa', 'pantang', 'menyerahaq', 'nonton', 'habis', 'sakit', 'kepala', 'lohu', 'very', 'amazing']","['semangat', 'nadiem', 'bangun', 'bangsa', 'pantang', 'menyerahaq', 'nonton', 'habis', 'sakit', 'kepala', 'lohu', 'very', 'amazing']",semangat nadiem bangun bangsa pantang menyerahaq nonton habis sakit kepala lohu very amazing
297,Yarra Reis,Semangat terus Mas Mentri ?? Setiap orang ada masanya dan setiap masa ada orangnya. Pak Nadiem adalah Mentri Pendidikan diwaktu yg tepat #zaman milenial #zaman now,positif,2020-09-30T01:22:18Z,positif,Semangat terus Mas Mentri ?? Setiap orang ada masanya dan setiap masa ada orangnya. Pak Nadiem adalah Mentri Pendidikan diwaktu yg tepat #zaman milenial #zaman now,"['semangat', 'terus', 'mas', 'mentri', 'setiap', 'orang', 'ada', 'masanya', 'dan', 'setiap', 'masa', 'ada', 'orangnya', 'pak', 'nadiem', 'adalah', 'mentri', 'pendidikan', 'diwaktu', 'yg', 'tepat', 'milenial', 'now']","['semangat', 'terus', 'mas', 'menteri', 'setiap', 'orang', 'ada', 'masanya', 'dan', 'setiap', 'masa', 'ada', 'orangnya', 'pak', 'nadiem', 'adalah', 'menteri', 'pendidikan', 'diwaktu', 'yang', 'tepat', 'milenial', 'now']","['semangat', 'mas', 'menteri', 'orang', 'masanya', 'orangnya', 'nadiem', 'menteri', 'pendidikan', 'diwaktu', 'milenial', 'now']","['semangat', 'mas', 'menteri', 'orang', 'masa', 'orang', 'nadiem', 'menteri', 'didik', 'waktu', 'milenial', 'now']",semangat mas menteri orang masa orang nadiem menteri didik waktu milenial now
298,Nur Ikhfan,"Semangat terus mas menteri Nadiem Makarim, ??????",positif,2020-09-29T16:03:44Z,positif,"Semangat terus mas menteri Nadiem Makarim, ??????","['semangat', 'terus', 'mas', 'menteri', 'nadiem', 'makarim']","['semangat', 'terus', 'mas', 'menteri', 'nadiem', 'makarim']","['semangat', 'mas', 'menteri', 'nadiem', 'makarim']","['semangat', 'mas', 'menteri', 'nadiem', 'makarim']",semangat mas menteri nadiem makarim
299,Ryan Andrean,semangat terus mas menteri ?? untuk membuat pendidikan Indonesia jd lebih baik ??,positif,2020-09-29T14:20:02Z,positif,semangat terus mas menteri ?? untuk membuat pendidikan Indonesia jd lebih baik ??,"['semangat', 'terus', 'mas', 'menteri', 'untuk', 'membuat', 'pendidikan', 'indonesia', 'jd', 'lebih', 'baik']","['semangat', 'terus', 'mas', 'menteri', 'untuk', 'membuat', 'pendidikan', 'indonesia', 'jadi', 'lebih', 'baik']","['semangat', 'mas', 'menteri', 'pendidikan', 'indonesia']","['semangat', 'mas', 'menteri', 'didik', 'indonesia']",semangat mas menteri didik indonesia
300,Yanuar Tri Susanti,Semangat terus buat mas mentri...,positif,2020-09-29T12:49:41Z,positif,Semangat terus buat mas mentri...,"['semangat', 'terus', 'buat', 'mas', 'mentri']","['semangat', 'terus', 'buat', 'mas', 'menteri']","['semangat', 'mas', 'menteri']","['semangat', 'mas', 'menteri']",semangat mas menteri
301,Irfan email,Semangat terus bang Nadiem!,positif,2020-09-29T05:32:25Z,positif,Semangat terus bang Nadiem!,"['semangat', 'terus', 'bang', 'nadiem']","['semangat', 'terus', 'bang', 'nadiem']","['semangat', 'bang', 'nadiem']","['semangat', 'bang', 'nadiem']",semangat bang nadiem
302,Nurmala Silalahi,"Semangat pak Nadim, terimakasih semua masukannya",positif,2020-09-29T04:42:23Z,positif,"Semangat pak Nadim, terimakasih semua masukannya","['semangat', 'pak', 'nadim', 'terimakasih', 'semua', 'masukannya']","['semangat', 'pak', 'nadiem', 'terimakasih', 'semua', 'masukannya']","['semangat', 'nadiem', 'terimakasih', 'masukannya']","['semangat', 'nadiem', 'terimakasih', 'masuk']",semangat nadiem terimakasih masuk
303,New Jersey,Semangat pak Nadim sekolah buka kalau sudah ada vaksin demi keselamatan anak,positif,2020-09-29T02:18:41Z,positif,Semangat pak Nadim sekolah buka kalau sudah ada vaksin demi keselamatan anak,"['semangat', 'pak', 'nadim', 'sekolah', 'buka', 'kalau', 'sudah', 'ada', 'vaksin', 'demi', 'keselamatan', 'anak']","['semangat', 'pak', 'nadiem', 'sekolah', 'buka', 'kalau', 'sudah', 'ada', 'vaksin', 'demi', 'keselamatan', 'anak']","['semangat', 'nadiem', 'sekolah', 'buka', 'vaksin', 'keselamatan', 'anak']","['semangat', 'nadiem', 'sekolah', 'buka', 'vaksin', 'selamat', 'anak']",semangat nadiem sekolah buka vaksin selamat anak
304,Agnes Shella,Semangat Pak Nadim ????,positif,2020-09-29T01:45:33Z,positif,Semangat Pak Nadim ????,"['semangat', 'pak', 'nadim']","['semangat', 'pak', 'nadiem']","['semangat', 'nadiem']","['semangat', 'nadiem']",semangat nadiem
305,haya farizta,semangat pak nadiemm ?????,positif,2020-09-28T13:09:56Z,positif,semangat pak nadiemm ?????,"['semangat', 'pak', 'nadiemm']","['semangat', 'pak', 'nadiem']","['semangat', 'nadiem']","['semangat', 'nadiem']",semangat nadiem
306,b p,SEMANGAT PAK NADIEM\nSAYA BERSAMA ANDA!,positif,2020-09-28T08:17:07Z,positif,SEMANGAT PAK NADIEM\nSAYA BERSAMA ANDA!,"['semangat', 'pak', 'nadiem', 'saya', 'bersama', 'anda']","['semangat', 'pak', 'nadiem', 'saya', 'bersama', 'anda']","['semangat', 'nadiem']","['semangat', 'nadiem']",semangat nadiem
307,Charma Lizaa,Semangat pak nadiem??,positif,2020-09-27T14:46:21Z,positif,Semangat pak nadiem??,"['semangat', 'pak', 'nadiem']","['semangat', 'pak', 'nadiem']","['semangat', 'nadiem']","['semangat', 'nadiem']",semangat nadiem
