Sanjuro Okinawa;maju terus mas menteri jangan kasi kendor....;;;2020-08-20T08:07:32Z
Ester Evalinda;Mahasiswa belum pernah ada tatap muka pak dari awal pandemik\nSaya berharap walaupun ditengah pandemik seperti ini saya ingin tatap muka, walaupun separuh jadwal aja kami ingin Tatap muka. \n\nMohon di pertimbangkan pak nadiem semoga kami Mahasiswa bisa tatap muka lagi ????;;;2020-08-20T08:06:34Z
Muhammad Jihad;Mahasiswa  ingin berkuliah  tatap muka kembali.;;;2020-08-20T07:59:12Z
Abdullah Amanah;maap mas menteri, kalo kritik saya keras.. ya sampeyan mentri sih.. tp saya akui sampeyan memang seorang yg cerdas;;;2020-08-20T07:47:58Z
SEMESTA JAGAT ALIT;Maaf, Mas Nadiem, tugas untuk anak semakin banyak. Kira2 kapan reduce nya?;;;2020-08-20T07:46:00Z
muhammad ihsan jais;maaf yah mas nadiem .. \nsumpah gua kesel aja kalo lu lagi bicara soal pendidikan di indonesia.. \nseolah olah lu tau yg terbaik untuk pendidikan indonesia padahal gak sama sekali.. yg lu lihat cuma sekolahan yg ada di kota.. dan parahnya sistem lu yg sekrang.. lu sama ratain ke seluruh daerah.. ada namanya daerah zona hijau.. ga semua daerah d indonesia itu zona merah..\n\ntau ga kacaunya para orang tua dalam mengajari anaknya yang mereka saja kadang tidak paham dengan pelajaran anaknya...;;;2020-08-20T07:43:42Z
ANDI RAHMAT AGIL KUSUMA;Maaf ya mas...\nMengenai ini apa semua siswa mempunyai HP apa semu orang mampu membeli kuota apakah semu wilayah di Indonesia sudah dijangkau sinyal, mengenai dana pulsa dari dana bos, sampai sekarang aja tidak ada pulsa yg masuk ke-HP saya tidak ada.....;;;2020-08-20T07:38:30Z
Whet Nazilata;Maaf untuk mas mentri \nSaya mau tanya berapa persen kah siswa seluruh indonesia yang sudah mengikuti program Orginasasi pendidikan diluar pendidikan pemerintah dan yg tidak?\nTapi jangan lupa masih banyak banyak sekali sekolah2 dipelosok negeri indonesia yg tidak layak pakai dan sekolah2 daerah2 terpelosok yg kekurangan guru pengajar kanapa itu bukan program pertama yg harus diperhatikan lebih khusus oleh mas mentri.maaf soal kata2 saya yg kurang baik.;;;2020-08-20T07:34:27Z
Edison Saja;Maaf sebelum nya saya ingin memberi saran bukan maksud menggurui, bagi yang masih bersekolah dan berkuliah karena masih melakukan pembelajaran dan karena di masa pandemi ini kemungkinan banyak waktu luang dan saya saran kan cepat lah memanfaatkan waktu di saat ini kalian bisa juga bisa sambil melakukan sesuatu yang bisa menguntungkan kalian sendiri. Di mana bagi kalian yang suka sama game ikuti lah kompentisi atau turnamen kalau kalian senang, bila cewek gemar main sosmed atau tiktok bangun lah komunitas kalian sendiri untuk sukses menjadi influncer atau menjadi penjual di e commerce seperti tokopedia, shopee. kalau kamu mau jadi penulis buatlah tulisan dan kalau mau jadi apapun itu buatlah sekarang, belajarlah dan berlatihlah di saat tidak ada waktu untuk pergi bersekolah. Ciptakan tujuan mu mau menjadi apa sekarang.;;;2020-08-20T07:32:22Z
Sura Tmi;Maaf Pak Mentri, says tidak dapet mendampingi anak secara lgs, karena says harus bekerja dan terpisah, hanya Ayahnya yang di Rumah, tapi mereka merasa tidak punya kemampuan untuk  mendampingi belajar. Saya hanya bisa memberi suport jarak jauh, dan memberikan motivasi.  Kadang mereka merasa kesepian......;;;2020-08-20T07:28:29Z
Hoky Time;Maaf Pak Mentri Mas Dedy..,,,dan Tolong Pak Mentri...,fikirkan Nasib Guru2 dan Tenaga Honorer...,,kesejahteraannya miris...,kerja siang malam...di bayar miris...,,pada kenyataannya yg kerja lebih berkopeten yg Honorer dari pada yg PNS..,,crosscek aja ke Lapangan langsung...di desa desa...banyak...,,HONORER Dibebani pekerjaan yg lebih...banyak,,Tolong fikirkan Nasib Tenaga Honorer...;;;2020-08-20T07:24:11Z
CELEBES UD;Maaf pak Menteri, Indonesia Krisis pembelajaran atau krisis pendidikan..?;;;2020-08-20T07:16:54Z
Ahmad Fani Desyanuri;Maaf om Dedy, kalau kak Nadiem sendiri bilang bahwa belajar tatap muka sangat penting, kenapa tidak dipermudah saja persyaratannya? Toh ya sekarang tempat? ramai seperti mall dan pasar malam sudah ramai lagi seperti tidak ada Corona. Masa tempat belajar & menuntut ilmu yang lebih penting malah ditutup?!!;;;2020-08-20T07:15:22Z
Silviana;luv u pak nadiemm ! <3;;;2020-08-20T07:14:55Z
Putri Yanti;Lulusan angkatan KORONA MANA SUARANYA!!!!;;;2020-08-20T07:14:13Z
siti jumilati;Luar biasa....;;;2020-08-20T07:13:27Z
Tenri Yanie;Luar biasa. Cerdas dalam berpikir, terstruktur di dalam tutur kata, dan berani dalam mengambil keputusan. Salute;;;2020-08-20T07:13:27Z
Ari Fin;luar biasa, smenjak nadiem mnjabat , anak2 yg bodoh n tolol jdi pintar2, tidak pada main game lgi , jutaan anak2 yg gk punya hp dibeliin smua oleh pemerintah lwat mentri pendidikan, kuota melimpah dikasih gratis buat belajar n garap tugas ,..   \ninilah kerja yg luar biasa, \npendidikan merokettt .....;;;2020-08-20T07:05:01Z
Mamat Toena;Luar biasa program bapak, kami sepakat tp tlong juga diperhatikan apakah program tersebut sdh melalui survey pd kami didaerah pelosok ? Penerus Generasi bukanlah sebagai bahan ujicoba pendidikan karena bisa berdampak pd SDM masa depan, apalagi program ini lbih keproyek para pengusaha yg mengesampingkan organisasi PGRI, NU, dan Muhmadiyah.;;;2020-08-20T07:02:36Z
Tumbur M. Silalahi;luar biasa pak menteri.... cerdas..handal..rendah hati.. sukses buat Indonesia jaya. Memajukan negara adalah lewat pendidikan;;;2020-08-20T07:00:28Z
#anakdesa official;Luar biasa mas nadim ta kenal maka ta sayang;;;2020-08-20T06:57:08Z
Raditya Rizki Ananta;Luar biasa mas menteri????;;;2020-08-20T06:53:51Z
Aly Almaj;Luar biasa mas Menteri... \nsemoga maju terus dan terus menjadi lebih baik. \nsemoga sehat selalu dan panjang umur. Untuk Indonesia yang maju dan lebih baik.;;;2020-08-20T06:52:58Z
kang syarif 100;lu itu gila.;;;2020-08-20T06:50:26Z
ita Hamid;Love thin man .... semoga sehat mas Mentri dan mas Dedy dan  panjang umur ... bravo ??????semangat ... semoga cucu2 saya kedepan bisa tatap muka dengan guru2 nya... \n\nSama mas mentri dan mas dedy, cucu2 saya sekali2 ketemu satu dua temen nya ..main bareng, tpi tetep cuci tangan dan pake masker ..;;;2020-08-20T06:46:26Z
Abdul Gopur;Loe gaji sama rakyat, maka dengar kata rakyat yang banyak..!\nBeda dengan perusahaan, loe yang tanggung sendiri..!\n\nIni negara, loe yang ambil putusan salah, loe ngga rugi tapi rakyat yang rugi..!;;;2020-08-20T06:42:18Z
CREPER HUSK ENDER;literally..your solution make us over burden.;;;2020-08-20T06:37:57Z
Juwita Retno;Lihat percakapan kalian ...nangis aku...anak anakku msk dlm generasi yg hrs dirumah trs selama pandemi.... sedih;;;2020-08-20T06:32:30Z
Langgeng Santoso;LENGSERKAN !!;;;2020-08-20T06:21:39Z
satwa lovers;Lebih sabar dan sykur ya mas Mentri..salam sehat sukses bahagia. Anak anak masa depan pasti mengenang anda..sebaga manusia pembelajar sejati..;;;2020-08-20T06:21:09Z
my oto;Lebih parah mana bodo 1 generasi dari pada bodo 1 pemerlintahan, saya rasa lebih baik order seperlunya aj sesuai keperluan jangan berlebihan karena makan berlebihan gak baik untuk kesehatan, terima kasih saya senang menjadi tidak waras di negeri ini, karena asupan orang berbeda sesuai selera.;;;2020-08-20T06:15:35Z
No Problem;Lebih hebat pak anies waktu jadi mendikbud,  hihihi;;;2020-08-20T06:09:55Z
Heri BM;Lebih baik divoting aja banyak mana yg mau sekolah normal atau PJJ;;;2020-08-20T06:06:51Z
Mohammad Azizul Bazarun;learning by project lebih tepat untuk saat ini;;;2020-08-20T06:03:49Z
Irvan P;"Lapor pak menteri. Guru"" disekolah saya cuma ngasih tugas tapi ga ngasih materi. Tolong pak menteri ditindaklanjuti.. kita juga butuh ngerti pelajarannya. Bukan hanya tugas"" saja. Kita siswa sudah cukup lelah dengan tugas"" saja pak, tanpa ngerti materinya. Semoga ditindak lanjuti ya pak.. \n#merdekabelajar";;;2020-08-20T06:02:47Z
Yusuf fathuddin;Lanjutkan online lagi pak;;;2020-08-20T06:00:58Z
Mudjiono Nono;Lanjut. .mas nadim dan  jgn takut salah . .lakukan dgn kebenaran. .indonesia pasti bisa. .salam sehat mas nadim;;;2020-08-20T05:57:04Z
Edison Sisoon;Langka banget manusia dan menteri kyk gini ???? salut pak N ??;;;2020-08-20T05:55:23Z
kristonotaNa kris;"Lah,,dasar org2 pinter ya,,ngomong sana sini ,,mau buat kebijakan dan sistem apapun, kalau covidiotnya ""di panjangin terus"" di satu sisi bapak moyang anak2 yg sekolah -sudah-makin-dan akan terPHK krn perusahaan2 yg tutup,,pengurangan karyawan dll ya tetep kebijakan lu bermakna bodoh.KARENA lalu lintas apapun di negeri ini,termasuk bidang pendidikan akan macet-lambat-dan ambyar tanpa dukungan pendapatan ekonomi/keuangan para moyangnya..emangnya itu murid2 punya pendapatan dr bekerja???..\n\nAneh,,berhadapan dg sesuatu yg tdk terlihat,semu tp kok ribet,,menguras energi banget,dn begitu banyak yg hrs di korbankan..\n\nSebenarnya virusnya dimana? Sy sdh cari nyebur got,,aduk2 sampah,,bahkan tidur di pinggir sarang2 tikus,,tapi msh strong aja ,,super bahayanya di apanya jk di bandingkan dg semua yg sdh mjd korban ""dlm bentuk yg lain?""";;;2020-08-20T05:50:37Z
Edy Dwiyanta;Kurikulum wewenang orang tua dan sekolah.;;;2020-08-20T05:49:58Z
firzon Ilman;Kurikulum mohon disederhanakan;;;2020-08-20T05:46:24Z
Firman Labdesign;Kurikulum melibatkan orang tua, berarti peran tempat (sekolah) semakin diperkecil, harusnya juga bisa memangkas biaya pendidikan, semoga kang menteri.;;;2020-08-20T05:43:45Z
Fera Engel;kurikulum dirampingkan.. sangat setuju! ?? Fokus ke serapan bukan quantity tp quality.;;;2020-08-20T05:43:12Z
sekojo channel;Kurikulum darurat ..dimana kami bisa peroleh ?;;;2020-08-20T05:42:28Z
Hari Suprapti;Kurikulum berganta ganti.baru berjalan berubah lagi.lama lama jadi koplaaak.Binggung pedoman guru dan para dosennya.Maka mundur TDK bergabung PD pak Mentri.Bisa berdiri sendiri.Sejak dulu NU.Muha.mmadiyah PGRI.Organisasi .Dosen dan guru munddur TDK bergabung.Siapa yg pak Mentri Pimpin kalau balelo.Hayo pikir.Jangan gugu karepe Dewe.Orang TDK punya unt makan sj TDK ada.Munsuur sampai tahun baru sj.Rakyat bingung.sekolah matipendidikannya.Gara PJJ.Tidak bisa berkembang malah mengkeret ..Abooot Mentri Pendidikan.Mencerdaskan.Bukan pembodohan.;;;2020-08-20T05:42:16Z
Karya Citra Anugrah;kurikulum bener banget tu...;;;2020-08-20T05:33:14Z
malik thamrin;Kurangi / hilangkan resiko sekolah tatap muka , konversi / pikirkan ke tunjangan / subsidi pemerintah utk peluasan internet gratis dan merata...;;;2020-08-20T05:31:36Z
Yusuf Effendi;Kurang berani dan cemderung main aman, sama dgn yg lain2nya;;;2020-08-20T05:29:15Z
Dimas Nur;Kuota gratisnya kapan pak?;;;2020-08-20T05:26:42Z
channel berfaedah:v;Kuota gratis ??;;;2020-08-20T05:16:17Z
Rafiq Mustafa;"Kuncinya adalah ""membaca"", bagaimana cara menjadikan bangsa indonesia ini suka membaca, kalau sudah suka membaca, tugas apapun dari sekolah bisa lebih ringan, karena banyak sumber dan banyak berbagai penjelasan.";;;2020-08-20T05:15:55Z
audi arya;kuliah gw di kampus sekarang harus bayar full persemester tanpa potongan;;;2020-08-20T05:13:52Z
bima abdi;Kuliah daring sore malem nongkrong sama aja bohong. Kesehatan bkn jd priotas untuk semua ini. Karna bukan 1 atau 2 orang yang sudah tau covid dan tidak percaya semenyeramkan dimedia. Kalau semua orang tidak peduli dengan covid apa masih pantas pemerintah sengotot itu buat pjj atau bakalan dibuka tp konsepnya kaya gtu? Daring malah bikin bsr peluang ktmu org, pulang malem, main futsal ga kenal waktu. Toh juga bsk daring tgl idupin hp buka zoom lanjut tidur;;;2020-08-20T05:12:53Z
Muntaufikh;Kuliah bayar full, ngajuin keringanan ditolak\nDosen cuma ngasih ppt sama tugas\nFeedback ga ada\nPenyerapan materinya kurang;;;2020-08-20T05:12:12Z
Den Bagus;kuliah adalah jembatan anda menuju kegerbang dunia kerja yuk gabung kuliah jurusan bahasa di STBA JIA https://www.youtube.com/channel/UCHLGQdNCuYfVNIOiX5s7avA;;;2020-08-20T05:08:31Z
Daniel Smith;Kualitas seorg Menteri terlihat jelas disini??;;;2020-08-20T05:07:56Z
Omega Network;"krisis yg lebih penting adalah krisis moral...krisis kepercayaan terhadap pemerintah, ,,,yokk buktikan kepada rakyat berbuat sebanyak""nya, sebaik""nya untuk rakyat.";;;2020-08-20T05:04:50Z
Rafa Ariski;Krisis Kepemimpinan yg menyayangi rakyatnya.;;;2020-08-20T04:53:36Z
INDRA bayu;krisis di indonesia adalah krisis dimana wakil negara tidak melihat apa yg terjadi di lapangan..hanya liat dari meja dan mendengar dari lingkungan kalangan mereka;;;2020-08-20T04:50:41Z
Joko Prasetiono;Kren cara berpikirnya pak mentri satu ini salut bener bener orang gila pengila imposibelity;;;2020-08-20T04:49:46Z
Resman simbolon;kpn intsitusi pendidikan mulai  tatap muka... kalau  harus online  maka opsi terbaik smua biaya  gratis ukt, spp baik dari tingkat tk sampai s1.....;;;2020-08-20T04:49:16Z
rosa wardana;Korban nadim...  Generasi bodoh. Buktikan nnti dan ingat itu;;;2020-08-20T04:41:12Z
tubagus Yusuf;Koq gua enek ngeliat nih orang ya... pak pertanyaannya knapa kalau di media televisi mereka tetap bisa shooting dan pas on cam mereka tidak mengunakan masker dll;;;2020-08-20T04:38:11Z
sepri s;Kompleks sekali pendidikan kita, \n\nDi daerah saya banyak sekali mafianya, kerja dikit tapi pikirannya mau cuan aja. Ada anggaran dikit, kalau bisa ditilep. Ah kacau...dari atasnya aja udah kacau ??;;;2020-08-20T04:35:26Z
Fuad Hasan;Kok ya untung mendikbudnya nadiem bos di pandemi ini;;;2020-08-20T04:33:57Z
heru setiadi;Kok saya nangkep masalah pop yang terjadi dari mata pak nadiem dengan info dari opini.id yang mengungkapkan protest nya NU & muhammadiyah yah? Kan yang paling di protest itu sistem mendapatkan jatah bantuan ke organisasi ya? Ada pengkategorian, 3 type, dan ada organisasi yang mendapat kategori 1 yang besar dananya tapi ga jelas profil organisasinya. Bikin forum aja yang langsung antara pak menteri, NU, muhammadiyah. Kita tonton langsung biar ga beda info begini.;;;2020-08-20T04:23:09Z
Syamsul Bahri;Kok ribet ya!;;;2020-08-20T04:23:02Z
Hari Android;kok ikut bodoh dunia, harusnya kita pintar diantara dunia. mentri kerja untuk solusi bukan terlena dengan derita.;;;2020-08-20T04:22:16Z
Dshe Nathalie;Kok gw sedih ya....luar biasa pak menteri kita , sy terus berdoa utk pak nadiem , tetep semangat perjuangkan anak2 kami ya pak....God bless u;;;2020-08-20T04:22:11Z
Miza Aslan;Ko Deddy, Pak Nadiem, pembelajaran online banyak ditolak baik oleh pembelajar maupun pendidik, itu masalah KEBIASAAN aja. Pembelajar tidak terbiasa disuruh belajar mandiri. Tugas pendidik sebenarnya bukan hanya memberikan materi, tapi bagaimana meningkatkan KEMAMPUAN BELAJAR MANDIRI. Kalau pembelajar punya kemampuna belajar (learning ability) yang baik, sebenarnya diberi materi bahkan hanya dikirimi modul pun bisa belajar dengan baik. Yang terjadi sekarang kan pembelajar maunya belajar di kelas, dengerin ceramah langsung dari pendidik. Ini nih, kayak anak kecil mesti disuap baru bisa makan. Pola pendidikan seperti ini yang harus diubah. Nanti kalau sudah di dunia kerja, efeknya terasa banget. Anak2 yang tidak mandiri, tidak punya kemampuan belajar, pada saat bekerja ketemu masalah, kreatifitas dan problem solving nya rendah. Ini yang membuat daya saing kita di dunia kerja menjadi rendah. Maka jangan kaget nanti pekerja asinglah yang lebih dipilih. Mari, mulai perbaikan, dari dunia PENDIDIKAN.;;;2020-08-20T04:10:56Z
anime;Knp harus ada belajar online bukanya semakin pintar malah semakin bodoh\n\n\n\nYg setuju like;;;2020-08-20T04:08:50Z
bani wild;Knp ga undang slh 1 dr tenaga pengajar om?aplg guru yg wiyata bakti,coba biar slh 1 dr tenaga pengajar sdkit brcerita tentang dunia pendidikan yg real ada di lapangan,klo cuma menterinya beliau tdk lgsg terjun di proses kegiatan belajar mengajar,smoga saja dibaca,dan bbrpa org yg baca komen ini ikut komen,maturtengkiuh om;;;2020-08-20T04:03:03Z
zaharaamiza79 zaharaamiza79;klu tnya seperti itu yg jelas generasi semakin bodoh.;;;2020-08-20T04:02:04Z
Ferdi Gunawan;Klo menteri blm apa2 udh diganti ya kagak kelar2 lah kerjaannya;;;2020-08-20T04:01:39Z
EKO MAFRUDIN;Klo melihat gambaran kondisi Indonesia saat ini, saya tidak bisa tertawa ??;;;2020-08-20T03:58:22Z
Pratama Lutfi;klo gabisa jangan dipaksa;;;2020-08-20T03:58:11Z
Ad Ad;klo bhas pendidikan yg saya tau SEKOLAH. SD SMP SMA dan PERGURUAN TINGGI.\ndan yang saya lihat adalah TAWURAN , DAN PERGAULAN BEBAS di kalngan pelajar. ini dari berita seluruh indoneisa lho. tawuran, sex, narkoba, pembunuhan dan kriminal lainya.   banyk bngt ya? yg sya rasain putus asa lah , anak smk bangga bangga bangt bawa celurit  sambil TERIAK-teriak.   lucunya yyg da di imajinasi saya adalh pertanyaan? apa ini negara bebas? haahhahahhahhha indonesia butuh berubahan, dri PENDIDIKAN jg sama KEAMANAN jg,  krna BNYK ORANG PINTER yg masih pngen MELENCENG, pinter ajh enggk cukup buat menahan kriminalitas, krna hawa nafsu manusia cuman bisa di bendung KETAQWAAN pada ALLAH SWT yang sesungguhnya,       bukanya sok hebat, ini cuman komentar dan pendapat sya,     sya sneng ada perubahan di sistem pendidikan indonesia, sya sneng mentri pendidikan pak Nadiem, smngt trus pak, jgn lupa pak tawuran pelajar di mna2, dan sistem yg bkl bapk kirim itu ke mereka.;;;2020-08-20T03:56:52Z
Ani Sumarni;Klo anakny om Dedy sklh yg bagus yg mahal aj merasa tdk efektif belajar daring, apalagi anak sy yg sklh d SMA negeri, sy rasa kt mo protes spt apa jg klo tnp solusi percuma aj;;;2020-08-20T03:54:49Z
Muhammad Rizky Jaya;kita percaya pak nadiem mampu membawa pendidikan indonesia ke tingkat yg lebih tinggi aamiin;;;2020-08-20T03:49:25Z
Dilla Zeta Dalila Zulhaq;ketika pendidikan ekonomi dan kesehatan akan menjadi satu kesatuan dalam perubahan tidak ada tugas online atau sekolah online untuk masyarakat Indonesia, dikarnakan angka ekonomi dan kesehatan mempengaruhi dalam berbagai aspek,;;;2020-08-20T03:46:17Z
keiy rea;Ketika orang tuanya yang mengatur agar tetap disiplin(belajar sesuai waktunya) supaya serasa disekolah,gurunya yang melonggar,guru hanya kasi video ttng materi/tugas yang menjelaskan agar masuk ke otak anaknya ttp orang tua nya,serasa jadi murid lagi cuma lebih tua 1thn dari anak.;;;2020-08-20T03:39:04Z
Rian Ferdiansyah;Ketika kita lahir di keluarga yg kurng beruntung atau kurng mampu atau contoh hanya pedagang gorengan berarti sangat sulit untuk mendapatkan pendidikan yang maksimal, lantas KEMANUSIAAN YANG ADIL DAN BERADAB pun saya percayakan masih berlaku kah? Apa hanya ungkapan semata (msh banyak yg mungkin saya tanyakan atau kritik karena saya peduli dengan masyarakat kecil yg membutuhkan perhatian dari pemerintah) terimakasih banyak mohon maaf jika ada yang salah ??;;;2020-08-20T03:33:06Z
